#  n, error(trapezoid), error(simpson)
       4        -3.876628963864e-03        -1.067876940229e-04
       8        -9.746698119051e-04        -7.350094585301e-06
      16        -2.440216475816e-04        -4.722594737494e-07
      32        -6.102770930361e-05        -2.972987767080e-08
      64        -1.525832345795e-05        -1.861509391077e-09
     128        -3.814668162239e-06        -1.163977803031e-10
     256        -9.536724970838e-07        -7.275735569579e-12
     512        -2.384184645265e-07        -4.538591724668e-13
    1024        -5.960463611565e-08        -2.808864252302e-14
